@RELATION svm_Child_UBM_1991x2s
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {UBM_Child,Child, Julia}

@DATA
0.128592,0.008618,2.779646,0.195941,0.180665,0.969924,0.010788,0.196184,-27.287064,1.965494,-0.087159,-0.355479,-0.697375,0.115235,-0.178002,-0.096041,-0.283090,0.061890,-0.197269,-0.117050,-0.134000,0.019735,0.008491,0.019484,0.019754,0.018771,0.015432,0.017229,0.006728,0.011315,0.016254,0.018392,0.011485,0.016184,0.072191,0.011563,0.382327,0.065576,0.029946,0.585553,0.005997,0.128141,2.422763,0.867913,0.834190,0.369809,0.472368,0.330224,0.314937,0.283270,0.294308,0.216885,0.211829,0.193384,0.182341,0.019672,0.010787,0.018522,0.020514,0.019310,0.016247,0.015922,0.011011,0.012259,0.014405,0.016430,0.013230,0.008451,UBM_Child
0.095620,0.014949,2.887378,0.172738,0.187830,0.589562,0.014395,0.131578,-26.741933,2.797747,0.007969,-0.339612,-0.531804,-0.182856,-0.278893,-0.072592,-0.233328,0.055454,-0.273479,-0.113795,-0.150722,0.020784,0.010515,0.019100,0.023244,0.026769,0.027904,0.020682,0.003536,0.011320,0.016162,0.023003,0.012528,0.021035,0.067519,0.016902,0.330476,0.066910,0.035373,0.481387,0.008457,0.119795,2.289338,0.696432,0.786805,0.332939,0.423152,0.350620,0.342584,0.253914,0.259912,0.216457,0.213144,0.215751,0.194964,0.018951,0.014461,0.017247,0.024164,0.028732,0.033190,0.016094,0.005709,0.011999,0.015111,0.019858,0.015725,0.009521,UBM_Child
0.107210,0.007103,2.992791,0.191319,0.193070,0.833858,0.010243,0.168318,-27.011812,2.321842,0.095560,0.129710,-0.318354,-0.018045,0.009430,-0.038625,-0.340965,-0.010993,-0.197151,-0.036090,0.006463,0.026616,0.005448,0.031911,0.038998,0.019588,0.013060,0.029967,0.003515,0.009781,0.015003,0.018846,0.004648,0.022383,0.060060,0.008637,0.230668,0.056148,0.028418,0.417859,0.005396,0.112382,1.893216,0.548788,0.700473,0.324446,0.445248,0.311033,0.298568,0.283498,0.270655,0.230110,0.225767,0.194534,0.189277,0.025745,0.007934,0.025159,0.037154,0.016425,0.012607,0.022568,0.006110,0.010556,0.013217,0.017111,0.005521,0.009291,UBM_Child
0.072380,0.014020,2.946314,0.150672,0.176121,0.522058,0.015582,0.100568,-28.565101,2.987584,-0.864948,-0.199927,-0.573611,-0.243837,0.018406,-0.106728,-0.098072,0.150261,-0.124376,-0.152055,-0.187182,0.024557,0.018566,0.017419,0.013314,0.013623,0.013443,0.018046,0.006232,0.013808,0.017015,0.032166,0.015799,0.020442,0.017808,0.017072,0.366833,0.034274,0.034968,0.277435,0.010854,0.034578,2.654952,0.710528,0.567651,0.305792,0.364785,0.303430,0.292791,0.239519,0.241502,0.217137,0.199165,0.187956,0.174952,0.022314,0.021314,0.016220,0.014234,0.014090,0.015729,0.016375,0.009329,0.014572,0.016982,0.026083,0.018776,0.008662,UBM_Child
0.068472,0.012774,3.029719,0.128570,0.154108,0.490736,0.015678,0.098328,-29.004118,3.140912,-1.181721,-0.040832,-0.501163,-0.219938,0.036058,-0.072204,-0.123747,0.116428,-0.154191,-0.155482,-0.159012,0.022174,0.015165,0.018342,0.015382,0.013685,0.012551,0.018517,0.005604,0.013396,0.015462,0.039181,0.013618,0.021770,0.015455,0.016028,0.301224,0.023571,0.032158,0.231672,0.010431,0.031168,2.781645,0.570861,0.568009,0.346966,0.384705,0.267468,0.304034,0.240365,0.226628,0.214866,0.207131,0.192832,0.180973,0.022797,0.018648,0.017664,0.016349,0.013759,0.013855,0.016625,0.008041,0.016154,0.016414,0.030255,0.017021,0.008820,UBM_Child
0.092278,0.009955,2.922305,0.167901,0.178895,0.622662,0.011834,0.132341,-27.882213,2.578262,0.035400,-0.195041,-0.452202,0.020515,0.026324,0.141969,-0.450012,0.060042,-0.146159,-0.017045,-0.130303,0.023136,0.008849,0.030890,0.025667,0.029561,0.019354,0.019132,0.004279,0.009786,0.018658,0.019702,0.007100,0.020068,0.051769,0.012662,0.304262,0.052275,0.031150,0.406539,0.006600,0.106106,2.365805,0.634207,0.626276,0.302234,0.372380,0.300232,0.318506,0.236299,0.245334,0.200917,0.201165,0.179174,0.167059,0.021845,0.010772,0.026437,0.022659,0.021457,0.019335,0.016969,0.006413,0.009460,0.013807,0.017559,0.009634,0.007880,UBM_Child
0.097847,0.008135,2.909882,0.175206,0.181093,0.658250,0.011617,0.141933,-28.462244,2.532539,0.132629,-0.245640,-0.406866,-0.022944,0.022108,0.201748,-0.452967,0.071202,-0.131580,0.003265,-0.123133,0.023144,0.008448,0.029652,0.026769,0.032362,0.018022,0.018149,0.003905,0.009207,0.018496,0.017690,0.007480,0.021110,0.057457,0.009615,0.319442,0.057685,0.031366,0.430268,0.006655,0.111614,2.300270,0.661137,0.648519,0.307886,0.359410,0.313420,0.317669,0.256430,0.261446,0.219289,0.201708,0.180888,0.175926,0.022373,0.010968,0.025451,0.022405,0.023184,0.019192,0.016128,0.006355,0.010457,0.013918,0.016530,0.010562,0.008201,UBM_Child
0.103719,0.006246,2.869853,0.177967,0.183565,0.718966,0.012254,0.160905,-28.740043,2.505795,0.246132,-0.006448,-0.094686,0.134178,0.004108,-0.216927,-0.327213,-0.056192,-0.231636,0.138482,-0.060047,0.029070,0.003660,0.021530,0.025606,0.040505,0.017098,0.027082,0.005754,0.011549,0.018201,0.019770,0.002064,0.022308,0.067036,0.007628,0.357895,0.061978,0.032726,0.508591,0.008351,0.129541,2.785050,0.786785,0.834266,0.334279,0.443590,0.350247,0.303667,0.277890,0.292405,0.220924,0.239470,0.196804,0.204318,0.030293,0.004934,0.017367,0.026402,0.033167,0.017284,0.019411,0.010421,0.012098,0.015921,0.016971,0.001970,0.009350,UBM_Child
0.078144,0.007954,2.907364,0.169872,0.193822,0.501705,0.012829,0.101793,-28.362352,2.869375,0.214540,0.222330,-0.104132,0.278644,0.149944,-0.061968,-0.327001,-0.105442,-0.175529,-0.066990,0.040264,0.023531,0.003859,0.027172,0.021972,0.036650,0.014574,0.032748,0.003519,0.007404,0.020446,0.040750,0.001563,0.025705,0.047184,0.010028,0.335693,0.060265,0.043160,0.363813,0.008104,0.086726,2.985837,0.741271,0.753262,0.323381,0.419002,0.323575,0.327194,0.276697,0.305483,0.212902,0.233574,0.203722,0.165180,0.027455,0.006078,0.021588,0.019657,0.026027,0.014682,0.026061,0.006284,0.008338,0.017549,0.034466,0.001731,0.008611,UBM_Child
0.114686,0.006265,3.075786,0.209690,0.203444,0.858966,0.011412,0.178330,-29.205425,2.226859,-0.105399,-0.038318,-0.448180,-0.129844,-0.014075,-0.073936,-0.189115,-0.142956,-0.137092,-0.059645,-0.124814,0.022285,0.009501,0.020855,0.026886,0.025558,0.018916,0.020960,0.003493,0.007244,0.017412,0.023481,0.008087,0.021670,0.070658,0.006852,0.238925,0.067158,0.028847,0.472258,0.007371,0.135309,2.078166,0.623923,0.674247,0.338864,0.409590,0.288274,0.277974,0.233059,0.240678,0.244660,0.213307,0.203478,0.199624,0.020261,0.013154,0.020850,0.028388,0.024566,0.021135,0.021142,0.006013,0.008908,0.016645,0.020243,0.010527,0.009627,UBM_Child
