AAPB Unique Identifier (GUID),Type,Value,class ID,Timecode IN,Timecode OUT,File Duration,SonyCi ID,Filename,Tag Duration
cpb-aacip/43-25x69zp3,Significant speaker voice,,,138,526,3175.632000,1fd8207bb5454694a86ec78beec97a61,cpb-aacip-43-25x69zp3.mp3,388.0
cpb-aacip/15-sf2m61c214,Significant speaker voice,,,16,93,92.763719,4deadca2bfff4ab78ac1484d9df2c380,cpb-aacip-15-sf2m61c214__barcode9544_clip1_.h264.mp4,77.0
cpb-aacip/15-3t9d50g03h,Significant speaker voice,,,159,222,3558.064000,7268c889d1804a77badae7dc5365093b,cpb-aacip-15-3t9d50g03h__Barcode308336_.h264.mp4,63.0
cpb-aacip/15-3t9d50g03h,Significant speaker voice,,,270,349,3558.064000,7268c889d1804a77badae7dc5365093b,cpb-aacip-15-3t9d50g03h__Barcode308336_.h264.mp4,79.0
cpb-aacip/15-3t9d50g03h,Significant speaker voice,,,433,492,3558.064000,7268c889d1804a77badae7dc5365093b,cpb-aacip-15-3t9d50g03h__Barcode308336_.h264.mp4,59.0
cpb-aacip/15-3t9d50g03h,Significant speaker voice,,,572,624,3558.064000,7268c889d1804a77badae7dc5365093b,cpb-aacip-15-3t9d50g03h__Barcode308336_.h264.mp4,52.0
cpb-aacip/15-057cr5nc5k,Significant speaker voice,,,159,222,3565.216000,f9622eb3a79d4e508f8df380ff2ed876,cpb-aacip-15-057cr5nc5k__barcode261635_.h264.mp4,63.0
cpb-aacip/15-057cr5nc5k,Significant speaker voice,,,270,349,3565.216000,f9622eb3a79d4e508f8df380ff2ed876,cpb-aacip-15-057cr5nc5k__barcode261635_.h264.mp4,79.0
cpb-aacip/15-057cr5nc5k,Significant speaker voice,,,433,492,3565.216000,f9622eb3a79d4e508f8df380ff2ed876,cpb-aacip-15-057cr5nc5k__barcode261635_.h264.mp4,59.0
cpb-aacip/15-057cr5nc5k,Significant speaker voice,,,572,624,3565.216000,f9622eb3a79d4e508f8df380ff2ed876,cpb-aacip-15-057cr5nc5k__barcode261635_.h264.mp4,52.0
cpb-aacip/15-pc2t43j82z,Significant speaker voice,,,76,125,3762.980000,aac5c777379646d185401720c5e837c8,cpb-aacip-15-pc2t43j82z__Barcode23844_.h264.mp4,49.0
cpb-aacip/15-pc2t43j82z,Significant speaker voice,,,160,222,3762.980000,aac5c777379646d185401720c5e837c8,cpb-aacip-15-pc2t43j82z__Barcode23844_.h264.mp4,62.0
cpb-aacip/15-pc2t43j82z,Significant speaker voice,,,247,263,3762.980000,aac5c777379646d185401720c5e837c8,cpb-aacip-15-pc2t43j82z__Barcode23844_.h264.mp4,16.0
cpb-aacip/15-0c4sj19k9z,Significant speaker voice,,,1,42,49.969342,27554ecf6ae948279f0b34fcdddcb800,cpb-aacip-15-0c4sj19k9z__ABC64215_.h264.mp4,41.0
cpb-aacip/15-qv3bz61h9c,Significant speaker voice,,,239,302,3562.267000,1f510d6de3074394aaeb9bf23109b7f7,cpb-aacip-15-qv3bz61h9c__Barcode19240_.h264.mp4,63.0
cpb-aacip/15-qv3bz61h9c,Significant speaker voice,,,491,576,3562.267000,1f510d6de3074394aaeb9bf23109b7f7,cpb-aacip-15-qv3bz61h9c__Barcode19240_.h264.mp4,85.0
cpb-aacip/15-qv3bz61h9c,Significant speaker voice,,,1423,1557,3562.267000,1f510d6de3074394aaeb9bf23109b7f7,cpb-aacip-15-qv3bz61h9c__Barcode19240_.h264.mp4,134.0
cpb-aacip/15-m03xs5jq09,Significant speaker voice,,,1,169,168.762630,10580dd64deb4961b554c8e8bfedc607,cpb-aacip-15-m03xs5jq09__CBS150753_.h264.mp4,168.0
cpb-aacip/15-xg9f47h882,Significant speaker voice,,,9,96,97.012971,990a0d67168448f6903c7423c9332240,cpb-aacip-15-xg9f47h882__CBS175-522_.h264.mp4,87.0
cpb-aacip/15-p26pz51t8d,Significant speaker voice,,,1,22,21.478458,2ea0abacfdfc42bfb982e5dfc3b236ba,cpb-aacip-15-p26pz51t8d__CBSNS730426X_.h264.mp4,21.0
cpb-aacip/15-qn5z60c776,Significant speaker voice,,,129,211,303.415147,ba970430f27e434db9dce21af8b7d860,cpb-aacip-15-qn5z60c776__CBS175-874_.h264.mp4,82.0
cpb-aacip/15-qn5z60c776,Significant speaker voice,,,222,303,303.415147,ba970430f27e434db9dce21af8b7d860,cpb-aacip-15-qn5z60c776__CBS175-874_.h264.mp4,81.0
cpb-aacip/15-579s5143,Significant speaker voice,,,356,385,899.496979,c39a7f97f3cc45edacfdc2e4ead3f382,cpb-aacip-15-579s5143.mp3,29.0
cpb-aacip/15-13905z9r,Significant speaker voice,,,161,283,348.360979,918f39b848f342ed99f0e699cf1d1532,cpb-aacip-15-13905z9r.mp3,122.0
cpb-aacip/15-74qjqhcz,Significant speaker voice,,,393,1335,1806.792979,88dd9f6ed5a648b29e174af5d8599924,cpb-aacip-15-74qjqhcz.mp3,942.0
cpb-aacip/15-74qjqhcz,Sound quality,,,1336,1357,1806.792979,88dd9f6ed5a648b29e174af5d8599924,cpb-aacip-15-74qjqhcz.mp3,21.0
cpb-aacip/15-7634v29m,Significant speaker voice,,,27,597,886.272979,db99bccadb664bc985e50d3596a938cb,cpb-aacip-15-7634v29m.mp3,570.0
cpb-aacip/15-87brvgbk,Significant speaker voice,,,300,1403,1788.024979,1e070c03c6df45f8b286e051b89c1472,cpb-aacip-15-87brvgbk.mp3,1103.0
cpb-aacip/15-87brvgbk,Significant speaker voice,,,1432,1447,1788.024979,1e070c03c6df45f8b286e051b89c1472,cpb-aacip-15-87brvgbk.mp3,15.0
cpb-aacip/15-87brvgbk,Significant speaker voice,,,1489,1579,1788.024979,1e070c03c6df45f8b286e051b89c1472,cpb-aacip-15-87brvgbk.mp3,90.0
cpb-aacip/15-36547qsq,Significant speaker voice,,,5,388,3858.840979,affbb28c325c46f5885645ad8424e238,cpb-aacip-15-36547qsq.mp3,383.0
cpb-aacip/15-580k6sx1,Significant speaker voice,,,48,601,1919.592979,fa3f49227851478885a094f80016497b,cpb-aacip-15-580k6sx1.mp3,553.0
cpb-aacip/15-580k6sx1,Significant speaker voice,,,608,678,1919.592979,fa3f49227851478885a094f80016497b,cpb-aacip-15-580k6sx1.mp3,70.0
cpb-aacip/15-580k6sx1,Significant speaker voice,,,693,782,1919.592979,fa3f49227851478885a094f80016497b,cpb-aacip-15-580k6sx1.mp3,89.0
cpb-aacip/15-580k6sx1,Significant speaker voice,,,797,831,1919.592979,fa3f49227851478885a094f80016497b,cpb-aacip-15-580k6sx1.mp3,34.0
cpb-aacip/15-78gf2967,Significant speaker voice,,,5,907,947.520979,c8f1682a5f634c95a01ac610c6673b73,cpb-aacip-15-78gf2967.mp3,902.0
cpb-aacip/15-278sfjf3,Significant speaker voice,,,5,510,1759.944979,a808d92b1c044605aa42c5fa2f3d92e6,cpb-aacip-15-278sfjf3.mp3,505.0
cpb-aacip/15-278sfjf3,Significant speaker voice,,,541,562,1759.944979,a808d92b1c044605aa42c5fa2f3d92e6,cpb-aacip-15-278sfjf3.mp3,21.0
cpb-aacip/15-278sfjf3,Significant speaker voice,,,573,607,1759.944979,a808d92b1c044605aa42c5fa2f3d92e6,cpb-aacip-15-278sfjf3.mp3,34.0
cpb-aacip/15-32r4xvqp,Sound quality,,,219,244,4079.688979,d16d61caa2b548d295c3b0995b805759,cpb-aacip-15-32r4xvqp.mp3,25.0
cpb-aacip/15-32r4xvqp,Significant speaker voice,,,250,420,4079.688979,d16d61caa2b548d295c3b0995b805759,cpb-aacip-15-32r4xvqp.mp3,170.0
cpb-aacip/15-32r4xvqp,Significant speaker voice,,,613,628,4079.688979,d16d61caa2b548d295c3b0995b805759,cpb-aacip-15-32r4xvqp.mp3,15.0
cpb-aacip/15-32r4xvqp,Significant speaker voice,,,2880,2918,4079.688979,d16d61caa2b548d295c3b0995b805759,cpb-aacip-15-32r4xvqp.mp3,38.0
cpb-aacip/15-95w6mt57,Significant speaker voice,,,280,556,2998.584979,a266385807bb4f188f68e3262db65581,cpb-aacip-15-95w6mt57.mp3,276.0
cpb-aacip/15-95w6mt57,Significant speaker voice,,,571,782,2998.584979,a266385807bb4f188f68e3262db65581,cpb-aacip-15-95w6mt57.mp3,211.0
cpb-aacip/15-40ksn9g7,Significant speaker voice,,,5,796,2056.872979,a9f8a1d645c844e39fb8f588a3d8bc8f,cpb-aacip-15-40ksn9g7.mp3,791.0
cpb-aacip/15-40ksn9g7,Significant speaker voice,,,808,837,2056.872979,a9f8a1d645c844e39fb8f588a3d8bc8f,cpb-aacip-15-40ksn9g7.mp3,29.0
cpb-aacip/27-v40js9hs79,Significant speaker voice,,,16,79,575.880979,d163ed7cbbe7479c916530f53e7ec0a9,cpb-aacip-27-v40js9hs79__WYSO_PA_162_.mp3,63.0
cpb-aacip/27-v40js9hs79,Significant speaker voice,,,92,490,575.880979,d163ed7cbbe7479c916530f53e7ec0a9,cpb-aacip-27-v40js9hs79__WYSO_PA_162_.mp3,398.0
cpb-aacip/15-37hqc8h5,Significant speaker voice,,,105,784,1833.336979,28f28f9896a84e18830e0af71448a52b,cpb-aacip-15-37hqc8h5.mp3,679.0
cpb-aacip/15-37hqc8h5,Significant speaker voice,,,800,877,1833.336979,28f28f9896a84e18830e0af71448a52b,cpb-aacip-15-37hqc8h5.mp3,77.0
cpb-aacip/15-57nnp5wrn,Significant speaker voice,,,5,448,,,,443.0
cpb-aacip/15-57nnp5wrn,Significant speaker voice,,,468,549,,,,81.0
cpb-aacip/15-76f1vxx5,Significant speaker voice,,,7,88,567.552979,e3e2027ee3884f53b765a664ae550ce4,cpb-aacip-15-76f1vxx5.mp3,81.0
cpb-aacip/15-76f1vxx5,Significant speaker voice,,,173,195,567.552979,e3e2027ee3884f53b765a664ae550ce4,cpb-aacip-15-76f1vxx5.mp3,22.0
cpb-aacip/15-13zs7r7n,Significant speaker voice,,,147,225,1697.712979,d14eb6e333af4bfc9627ea7436d604fb,cpb-aacip-15-13zs7r7n.mp3,78.0
cpb-aacip/15-13zs7r7n,Significant speaker voice,,,236,284,1697.712979,d14eb6e333af4bfc9627ea7436d604fb,cpb-aacip-15-13zs7r7n.mp3,48.0
cpb-aacip/15-13zs7r7n,Significant speaker voice,,,295,319,1697.712979,d14eb6e333af4bfc9627ea7436d604fb,cpb-aacip-15-13zs7r7n.mp3,24.0
cpb-aacip/15-28nck3m2,Significant speaker voice,,,7,515,1886.256979,27121af2a5e94746977758a1e84c5527,cpb-aacip-15-28nck3m2.mp3,508.0
cpb-aacip/15-28nck3m2,Significant speaker voice,,,525,637,1886.256979,27121af2a5e94746977758a1e84c5527,cpb-aacip-15-28nck3m2.mp3,112.0
cpb-aacip/15-64thtmrz,Significant speaker voice,,,146,610,3919.560979,cae274c17d7c49f4bab93f7f466441ad,cpb-aacip-15-64thtmrz.mp3,464.0
cpb-aacip/15-64thtmrz,Significant speaker voice,,,623,641,3919.560979,cae274c17d7c49f4bab93f7f466441ad,cpb-aacip-15-64thtmrz.mp3,18.0
cpb-aacip/15-64thtmrz,Significant speaker voice,,,649,1117,3919.560979,cae274c17d7c49f4bab93f7f466441ad,cpb-aacip-15-64thtmrz.mp3,468.0
cpb-aacip/15-40ksn9k9,Significant speaker voice,,,48,88,2479.344979,834640fc4f5a45b281ce170c09d260e3,cpb-aacip-15-40ksn9k9.mp3,40.0
cpb-aacip/15-40ksn9k9,Significant speaker voice,,,97,108,2479.344979,834640fc4f5a45b281ce170c09d260e3,cpb-aacip-15-40ksn9k9.mp3,11.0
cpb-aacip/15-40ksn9k9,Significant speaker voice,,,129,165,2479.344979,834640fc4f5a45b281ce170c09d260e3,cpb-aacip-15-40ksn9k9.mp3,36.0
cpb-aacip/15-78gf295j,Sound quality,,,85,313,7190.904979,d11ab476c2b540948941a4fd288956ff,cpb-aacip-15-78gf295j.mp3,228.0
cpb-aacip/15-78gf295j,Significant speaker voice,,,360,536,7190.904979,d11ab476c2b540948941a4fd288956ff,cpb-aacip-15-78gf295j.mp3,176.0
cpb-aacip/15-78gf295j,Significant speaker voice,,,545,670,7190.904979,d11ab476c2b540948941a4fd288956ff,cpb-aacip-15-78gf295j.mp3,125.0
cpb-aacip/15-03cz9354,Significant speaker voice,,,1091,1168,5238.432979,44725965ba4846d5843a6750044f4f4e,cpb-aacip-15-03cz9354.mp3,77.0
cpb-aacip/15-03cz9354,Significant speaker voice,,,1575,1649,5238.432979,44725965ba4846d5843a6750044f4f4e,cpb-aacip-15-03cz9354.mp3,74.0
cpb-aacip/15-03cz9354,Significant speaker voice,,,2298,2313,5238.432979,44725965ba4846d5843a6750044f4f4e,cpb-aacip-15-03cz9354.mp3,15.0
cpb-aacip/15-03cz9354,Significant speaker voice,,,3548,3559,5238.432979,44725965ba4846d5843a6750044f4f4e,cpb-aacip-15-03cz9354.mp3,11.0
cpb-aacip/15-27mpgfpb,Significant speaker voice,,,2084,2105,7485.768979,75a57c61652c46779a4489861aed2ba1,cpb-aacip-15-27mpgfpb.mp3,21.0
cpb-aacip/15-27mpgfpb,Significant speaker voice,,,2119,2172,7485.768979,75a57c61652c46779a4489861aed2ba1,cpb-aacip-15-27mpgfpb.mp3,53.0
cpb-aacip/15-27mpgfpb,Significant speaker voice,,,2183,2213,7485.768979,75a57c61652c46779a4489861aed2ba1,cpb-aacip-15-27mpgfpb.mp3,30.0
cpb-aacip/15-63stqzdz,Significant speaker voice,,,651,782,1640.856979,bc6ad4fd329b4270b0c0e4c6d2961253,cpb-aacip-15-63stqzdz.mp3,131.0
cpb-aacip/15-63stqzdz,Significant speaker voice,,,794,887,1640.856979,bc6ad4fd329b4270b0c0e4c6d2961253,cpb-aacip-15-63stqzdz.mp3,93.0
cpb-aacip/293-st7dr2ps62,Significant speaker voice,,,342,387,2535.177868,5ce2dd3681f6466fb3995cdbad100f36,cpb-aacip-293-st7dr2ps62__hut00000084001_.h264.mp4,45.0
cpb-aacip/293-st7dr2ps62,Significant speaker voice,,,391,583,2535.177868,5ce2dd3681f6466fb3995cdbad100f36,cpb-aacip-293-st7dr2ps62__hut00000084001_.h264.mp4,192.0
cpb-aacip/75-53wstw8m,Significant speaker voice,,,388,420,1763.044717,91f1a4baec804a02aa5e798e6e25efa2,cpb-aacip-75-53wstw8m.h264.mp4,32.0
cpb-aacip/75-53wstw8m,Significant speaker voice,,,1459,1470,1763.044717,91f1a4baec804a02aa5e798e6e25efa2,cpb-aacip-75-53wstw8m.h264.mp4,11.0
cpb-aacip/15-5x2599z551,Significant speaker voice,,,3,38,592.062404,727b628b3e724325aed541e3963cc400,cpb-aacip-15-5x2599z551__306-458R1_.h264.mp4,35.0
cpb-aacip/15-5x2599z551,Significant speaker voice,,,180,243,592.062404,727b628b3e724325aed541e3963cc400,cpb-aacip-15-5x2599z551__306-458R1_.h264.mp4,63.0
cpb-aacip/15-251fj29b0d,Significant speaker voice,,,56,75,3534.240000,93fa6ee1f95449e88291b1f8b61e0778,cpb-aacip-15-251fj29b0d__barcode283697_.h264.mp4,19.0
cpb-aacip/15-251fj29b0d,Significant speaker voice,,,80,89,3534.240000,93fa6ee1f95449e88291b1f8b61e0778,cpb-aacip-15-251fj29b0d__barcode283697_.h264.mp4,9.0
cpb-aacip/15-251fj29b0d,Significant speaker voice,,,181,191,3534.240000,93fa6ee1f95449e88291b1f8b61e0778,cpb-aacip-15-251fj29b0d__barcode283697_.h264.mp4,10.0
cpb-aacip/15-251fj29b0d,Significant speaker voice,,,203,230,3534.240000,93fa6ee1f95449e88291b1f8b61e0778,cpb-aacip-15-251fj29b0d__barcode283697_.h264.mp4,27.0
cpb-aacip/15-s46h12vk9v,Significant speaker voice,,,610,622,3514.898000,69b04803f3804ec092aaff7f252774dc,cpb-aacip-15-s46h12vk9v__barcode300112_.h264.mp4,12.0
cpb-aacip/15-s46h12vk9v,Significant speaker voice,,,2177,2190,3514.898000,69b04803f3804ec092aaff7f252774dc,cpb-aacip-15-s46h12vk9v__barcode300112_.h264.mp4,13.0
cpb-aacip/15-s46h12vk9v,Significant speaker voice,,,2308,2324,3514.898000,69b04803f3804ec092aaff7f252774dc,cpb-aacip-15-s46h12vk9v__barcode300112_.h264.mp4,16.0
cpb-aacip/15-mk6542jm5k,Significant speaker voice,,,101,133,3509.626485,4de52e33a82e42c39e1f58d0181cc3cf,cpb-aacip-15-mk6542jm5k__barcode283693_.h264.mp4,32.0
cpb-aacip/15-mk6542jm5k,Significant speaker voice,,,503,535,3509.626485,4de52e33a82e42c39e1f58d0181cc3cf,cpb-aacip-15-mk6542jm5k__barcode283693_.h264.mp4,32.0
cpb-aacip/15-mk6542jm5k,Significant speaker voice,,,1071,1095,3509.626485,4de52e33a82e42c39e1f58d0181cc3cf,cpb-aacip-15-mk6542jm5k__barcode283693_.h264.mp4,24.0
cpb-aacip/15-mk6542jm5k,Significant speaker voice,,,1203,1275,3509.626485,4de52e33a82e42c39e1f58d0181cc3cf,cpb-aacip-15-mk6542jm5k__barcode283693_.h264.mp4,72.0
cpb-aacip/15-mk6542jm5k,Significant speaker voice,,,2018,2033,3509.626485,4de52e33a82e42c39e1f58d0181cc3cf,cpb-aacip-15-mk6542jm5k__barcode283693_.h264.mp4,15.0
cpb-aacip/15-mk6542jm5k,Significant speaker voice,,,2072,2093,3509.626485,4de52e33a82e42c39e1f58d0181cc3cf,cpb-aacip-15-mk6542jm5k__barcode283693_.h264.mp4,21.0
cpb-aacip/15-mk6542jm5k,Significant speaker voice,,,2176,2203,3509.626485,4de52e33a82e42c39e1f58d0181cc3cf,cpb-aacip-15-mk6542jm5k__barcode283693_.h264.mp4,27.0
cpb-aacip/15-mk6542jm5k,Significant speaker voice,,,2488,2517,3509.626485,4de52e33a82e42c39e1f58d0181cc3cf,cpb-aacip-15-mk6542jm5k__barcode283693_.h264.mp4,29.0
cpb-aacip/15-mk6542jm5k,Significant speaker voice,,,2931,2972,3509.626485,4de52e33a82e42c39e1f58d0181cc3cf,cpb-aacip-15-mk6542jm5k__barcode283693_.h264.mp4,41.0
cpb-aacip/402-16pzgq58,Significant speaker voice,,,77,94,3311.232979,452c1064dcc442679a0680ddb18f7612,cpb-aacip-402-16pzgq58.mp3,17.0
cpb-aacip/402-16pzgq58,Significant speaker voice,,,102,139,3311.232979,452c1064dcc442679a0680ddb18f7612,cpb-aacip-402-16pzgq58.mp3,37.0
cpb-aacip/402-16pzgq58,Significant speaker voice,,,142,261,3311.232979,452c1064dcc442679a0680ddb18f7612,cpb-aacip-402-16pzgq58.mp3,119.0
cpb-aacip/15-23hx3qjc,Sound quality,,,178,184,4886.304979,6f148b5f937048e08f7e2a2ffa1e6455,cpb-aacip-15-23hx3qjc.mp3,6.0
cpb-aacip/15-23hx3qjc,Sound quality,,,191,193,4886.304979,6f148b5f937048e08f7e2a2ffa1e6455,cpb-aacip-15-23hx3qjc.mp3,2.0
cpb-aacip/15-23hx3qjc,Significant speaker voice,,,238,1147,4886.304979,6f148b5f937048e08f7e2a2ffa1e6455,cpb-aacip-15-23hx3qjc.mp3,909.0
cpb-aacip/15-23hx3qjc,Significant speaker voice,,,1407,1461,4886.304979,6f148b5f937048e08f7e2a2ffa1e6455,cpb-aacip-15-23hx3qjc.mp3,54.0
cpb-aacip/15-23hx3qjc,Significant speaker voice,,,1484,2457,4886.304979,6f148b5f937048e08f7e2a2ffa1e6455,cpb-aacip-15-23hx3qjc.mp3,973.0
cpb-aacip/28-8w3804xv9h,Significant speaker voice,,,95,134,1784.352000,171e6298ea1745b8baeffc801bf6192c,cpb-aacip-28-8w3804xv9h__PRA_AAPP_BC1001_Press_conference_of_his_trickiness_.mp3,39.0
cpb-aacip/28-8w3804xv9h,Significant speaker voice,,,149,212,1784.352000,171e6298ea1745b8baeffc801bf6192c,cpb-aacip-28-8w3804xv9h__PRA_AAPP_BC1001_Press_conference_of_his_trickiness_.mp3,63.0
cpb-aacip/28-8w3804xv9h,Significant speaker voice,,,259,288,1784.352000,171e6298ea1745b8baeffc801bf6192c,cpb-aacip-28-8w3804xv9h__PRA_AAPP_BC1001_Press_conference_of_his_trickiness_.mp3,29.0
cpb-aacip/15-83xsjjxx,Significant speaker voice,,,5,1621,2162.040979,3f85f69137c64c3fb2ea858eae11daf6,cpb-aacip-15-83xsjjxx.mp3,1616.0
cpb-aacip/15-83xsjjxx,Significant speaker voice,,,1622,1830,2162.040979,3f85f69137c64c3fb2ea858eae11daf6,cpb-aacip-15-83xsjjxx.mp3,208.0
cpb-aacip/15-pn8x921r3r,Significant speaker voice,,,1,47,47.160000,d2cae9a5a93646b6bf7b2be766e1ee87,cpb-aacip-15-pn8x921r3r__ABC44988_.h264.mp4,46.0
cpb-aacip/15-s756d5pp6x,Significant speaker voice,,,1,221,221.426000,eff7582ed33d4c579edb9c2b452765f6,cpb-aacip-15-s756d5pp6x__barcode50253_clip1_.h264.mp4,220.0
